"The Company You Keep","Pre Production","Robert Redford","Robert Redford, Additional cast TBA","When his real identity is discovered after thirty years underground, a former political activist must escape capture and go on the run to save his young daughter's future by reconciling his own checkered past…","BLX: 1.2MFR: 2.6IT: 1.8SW: 150K","CHECK","Voltage","Thriller","","",""
"Faces in the Crowd","Pre Production","Julien Magnat","Milla Jovovich","An innocent bystander witnesses the latest attack of a serial killer. While fleeing, she falls from a bridge, is knocked unconscious and awakes in the hospital. She can't recognize family, her boyfriend or even her own face in the mirror. ","BLX 500FR 1.5M IT 1M SW 175SCAN 650LA 1.4MINDO 130PORT 250","BLX, FR, IT, SW, SCAN, LA, INDO, PORT","Voltage","Thriller","","",""
"Good Doctor, The","Pre Production","Lance Daly","Orlando Bloom, Taraji P. Henson, Michael Pena,  Danielle Riley Keough","A young doctor falls for one of his patients, and accidentally kills her.","FR 800KIT 750KBKX 400KSW 50KPOR 120KUK 1MSCAN 450KLAT AM 915KINDO 70KAUST 300K","BLX, FR, IT, SW, SCAN, LA, INDO, PORT, UK, OZ","Voltage","Thriller","","",""
"Mr Nobody","Post Production","Michael Oblovitz","Val Kilmer","On a dark Christmas Eve in a small town, the long Sheriffs on the night shift encounter a mysterious man who goes by the name of Mr Nobdy. As the night progresses, the Sheriffs discover that this isn't just a nobody, but a vengeful killer whose past threatens to haunt them all","BLX 130FR 250IT 150SCAN 110 LA 350PORT 25INDO 25 ","BLX, FR, IT, SW, SCAN, LA, INDO, PORT","Voltage","Thriller","","",""
"Once Fallen","Completed","Ash Adams","Ed Harris, Taraji P Henson, Brian Presley","","","BLX, FR, IT, SW, SCAN, LA, INDO, PORT, UK, OZ","Voltage","Thriller","","",""
"Sacrifice","Pre Production","Damian Lee","Cuba Gooding Jr, Damian Lee","A man enlists the help of a tough undercover police officer to get himself and his daughter out of the drug game.","LAT AM 320K (all rights)INDO 35KAUST 100K","BLX, FR, IT, SW, SCAN, LA, INDO, PORT, UK, OZ","Voltage","Action/Thriller","","",""
"Transylmania","Completed","David and Scott Hillebrand","Jennifer Lyons, Tony Denman","","LAT AM 240K (all rights)INDO 25KAUST 50K","BLX, FR, IT, SW, SCAN, LA, INDO, PORT, UK, OZ","Voltage","Comedy","","",""
"Tucker and Dale vs. Evil","Thu 2/11, 15:00 @ The Marriott 2Fri, 2/12, 19:45 @ CinemaxX 18","Eli Craig","Alan Tudyk, Tyler Labine, Katrina Bowden","The wild, wonky tale of two hillbilly buddies trying to survive their vacation in the woods when they are mistaken for killers by a gang of college kids","IT 350kLA 440kINDO 50kPORT 40k","IT, PORT, INDO, LA ex BR","Voltage","Comedy","","",""
"The Whistleblower","Post Production, Showing Footage","Larysa Kondracki (W/D)","Rachel Weisz, Monica Bellucci, Vanessa Redgrave, Nikolaj Lie Kaas, David Strathairn","David and Goliath story in which a female cop from Nebraska joins the UN as a peacekeeper in post-war Yugoslavia","BLX 350 FR 950IT 750SCAN 450","BLX, FR, IT, SW, SCAN (has offer), LA, INDO, PORT, UK, OZ","Voltage","Thriller","","",""
"Earthbound","Pre Production","Nicole Kassell","Kate Hudson, Gael Garcia Bernal","Carefree Marley Corbett (Kate Hudson) has it all; a promisingcareer, amazing friends, her pick of any man, and an extremelywitty sense of humor. Though she feels her life is complete, shenever lets herself experience love, preferring to keep herrelationships light and easy.","","FR, IT, SW, ","Weinstein Co","","","",""
"Escape from Planet Earth","In Production","Tony Leech (W/D)","","Gary, a friendly alien and failed inventor from thePlanet Baab travels to earth to find his wife anddaughter who crashed while on the way to anintergalactic gymnastics meet.","","BLX, FR, IT, SW, SCAN, LA, PORT","Weinstein Co","Animated","","",""
"Fighter","Post Production","David O Russell","Christian Bale, Mark Wahlberg, Amy Adams, Melissa Leo","Although theyare half brothers, their careers take very differentcourses. Older brother Dickie does not suffer from ashortage of talent or confidence, but his lack ofjudgment and humility lead him down a path ofself-destruction.","","IT, ","Weinstein Co","","","",""
"Hoodwinked 2","complete","Mike Disa","Hayden Panettiere, Glenn Close, Joan Cusack, Bill Hader, AmyPoehler, David Alan Grier, Andy Dick, Brad Garrett, Martin Short, Patrick Warburton","Sequel to the original that was a clever retake on the little red riding hood fable","BLX 500kIT 1.25MSW 285k","BLX, IT, SW, SCAN, ","Weinstein Co","Animation","","",""
"I Don't Know How She Does It","Pre Production","TBA","Possible Kate Hudson, Anne Hathaway","In I DON’T KNOW HOW SHE DOES IT, Kate Reddy is a star-onthe-rise at her Boston finance firm and in love with her highflyinglifestyle, but she nonetheless knows that her careersometimes leaves her coming up short on her duties as wife andmother of two.","","BLX, FR, IT, SW, SCAN, LA,  PORT","Weinstein Co","Romantic Comedy","","",""
"The King's Speech","Pre Production","Tom Hooper","Colin Firth, Geoffrey Rush","Inspired by a true story, The King’s Speech isthe tale of Albert, the Duke of York, known by hisfamily as Bertie (acclaimed actor Colin Firth) andsecond in line to the British throne in the 1930’s.","","BLX,  LA, ","Weinstein Co","","","",""
"Law Abiding Citizen","Completed","Gary Gray","Jamie Foxx, Gerard Butler, Bruce McGill, Colm Meaney, Leslie Bibb, Michael Irby, Regina Hall, Viola Davis","How do you stop a killer who is already behind bars?","","FR, IT, ","Weinstein Co","","","",""
"Piranha 3D","Post Production","Alexandre Aja","Elisabeth Shue, Jessica Szohr, Adam Scott, Richard Dreyfuss, Ving Rhames, Christpher Llyod, Jerry O'Connell","A newtype of terror is about to be cut loose on beautifulLake Victoria. After a sudden underwater tremor setsfree scores of the prehistoric man-eating fish, anunlikely group of strangers, including hot local copJulie Forester (Elisabeth Shue), must band together tostop themselvesfrom becoming fish food for the area’s new razortoothedresidents.","","SW, ","Weinstein Co","","","",""
"Nowhere Boy","In production","Sam Taylor Wood ","Kristin Scott Thomas, Anne-Marie Duff, and Aaron Johnson","From award winning artist turned director Sam Taylor-Wood and award-winning writer Matt Greenhalgh (Control), comes Nowhere Boy, a touching and compelling story chronicling music legend John Lennon’s formative years. John is a spirited teenager, curious, sharp and funny, growing up in the shattered city of Liverpool. His home life is a difficult one, lacking the stability that most children take for granted. Without a father and with his mother Julia absent for most of his childhood, John grows up with his aunt Mimi (Academy Award® Nominee Kristin Scott Thomas). After seeking to be reunited with his mother, he finds himself at the center of a struggle between Julia and Mimi, who compete for his love. As he yearns for a more conventional home life, John escapes into the world of American Rock and Roll. His fledgling genius finds a kindred spirit in the young Paul McCartney. But just as John’s new life begins, the truth about his past leads to a tragedy he would never escape. This project is currently in production. ","","LA","Weinstein Co","Biopic ","","",""
"Scream 4","Pre Production","TBA","Courtney Cox, Neve Campbell, David Arquette","","","BLX, FR, IT, SW, SCAN, LA, PORT","Weinstein Co","","","",""
"Shanghai","Post Production","Mikael Hafstrom","John Cusack, Gong Li, Ken Watanabe, Jeffrey Dean Morgan, David Morse","Shanghai, December 1941: one week before the attack on Pearl Harbor.  A U.S. secret agent bent on solving the murder of his fellow spy and best friend becomes quickly immersed in a web of conspiracy, sex, and international intrigue.","BLX: 1MFR: 3MIT: 3.5MLA: 2MAus - roadshow","FR, IT, ","Weinstein Co","Period Thriller","","",""
"Youth in Revolt","Complete","Miguel Arteta","Michael Cera, Ray Liotta, Fred Willard, Jean Smart, Steve Buscemi, Portia Doubleday, Justin Long","He’s not mentally ill. He’s just a teenager.","","IT, SW, ","Weinstein Co","","","",""
"Albert Nobbs","Pre Production, script avail","Rodrigo Garcia","Glenn close, michael gambon, janet mcteer, orlando bloom","Irish-set period drama about the lives of staff at Dublin's most luxurious hotel: the illegitimate child of a maid, a beautiful couple's impossible love, and Albert... a woman who pretends to be a man to survive.","10M euro","BLX, FR, IT, SW, SCAN, LA, INDO, PORT, ME, UK, OZ","West End","Drama","","",""
"CHATROOM","Post Production / Promo avail","HIDEO NAKATA (The Ring, The Ring 2, Dark Water)","CASTING DIRECTOR Nina Gold (Chronicles of Narnia, Happy Go Lucky), PRODUCTION DESIGNER Jon Henson (Number 13, BoyA)","When jaded teens JIM, EVA, EMILY and MO meet WILLIAM online, they’re seduced by his charisma. But William isn’t what he seems. He’s calculating and manipulative and doesn’t have time for people in the real world. Jim is vulnerable and he has no idea how dangerous his new friendship with William will be… When Jim confesses he’s on anti-depressants, William knows he’s found a victim. He vows to help Jim off his drugs, and the rest of the group fall in line. What begins as friendly advice to help Jim becomes twisted and Eva and Mo realise the deadly game William’s playing, but the wheels are in motion. cinematographer Benoit Delhomme - hard to say. only for young audiences. looks interesting, wouldn't buy at this point (MW)","BLX: 350K","BLX, SCAN, LA, INDO,  UK, OZ","West End","THRILLER/DRAMA","","",""
"City Island ","Completed","RAYMOND DE FELITTA (W/D)","Andy Garcia, Emily Mortimer, Steven Strait, Juliana Margulies, Allan Arkin","Meet the Rizzos, a family that might get along a lot better if only they could tell each other the truth. Screened by Wallie, Laure…: Pass","A/N: 250k","INDO","West End","COMEDY","","",""
"The Disappearance of Alice Creed","14th Feb, 18:30 @ CineStar 4         16th Feb, 09:00 @ CinemaxX 8","J. Blakeson - The Descent 2 (writer)","Gemma Artenton, Eddie Marsan, Martin Compston","On a quiet suburban street, two men seize a young woman. She is thrown into a van, her arms and legs cuffed, and taken to an abandoned apartment. Her kidnappers, the coldly efficient Vic and his younger accomplice Danny, have a meticulous plan with no room for error. But Alice is not going to play the perfect victim.As the plan plays out, there are double-crosses, glitches and twists. Why was Alice chosen? Who are these two men, and what are their connections with each other? In this Twin Peaks-style thriller, each of the protagonists believes they have the upper hand. But who’s really pulling the strings? As the plan heads towards its climax Vic, Danny and Alice are caught up in a tense power-play of greed, deception and survival.","","BLX, IT, LA, INDO, PORT, UK","West End","Thriller","","",""
"Footnote","Pre Production, Script avail","Joseph Cedar (Beaufort)","Shlomo Bar-Aba, Lior Ashkenazi","Footnote"" tells the story of the oppressive and mysterious relationship of two professors specialised in the holy scriptures. Both have dedicated their life to it and both obsessively compete for the top awards given in the esoteric world of research. But one is a father and the other... his son!","","BLX, FR, IT, SW, SCAN, LA, INDO, PORT, ME ex Is, UK, OZ","West End","","","",""
"Mother & Child","Market:12th Feb, 11:45 @ CineStar 7   15th Feb, 15:15 @ CinemaxX 10","Rodrigo Garcia","Naomi Watts, Annette Bening, Samuel L. Jackson,  Kerry Washington and Jimmy Smits among others. ","Elizabeth, a very independent woman and brilliant lawyer, never wanted to meet the mother she never knew until an unplanned pregnancy makes her see things differently.Karen, who lives with her mother, never came to terms with abandoning a newborn child when she was a teenager, and struggles to find her daughter 36 years after she gave her up for adoption. Lucy is desperate to become a mother. Each of them searches for the most powerful bond – the love between a mother and daughter.","","IT, INDO ","West End","Drama","","",""
"Tamara Drewe","In Production/ US Distr: Sony / Promo in Berlin","Stephen Frears","Gemma Arterton, Luke Evans, Dominic Cooper, Tamsin Greig, Roger Allam, Bill Camp","This is the contemporary tale of a Londoner returning home to the country – and to her past. Tamara, once a shy, ugly teenager, has reinvented herself as a smouldering femme fatale. When she returns to her old village to sell her late mother's house, she is barely recognisable to the locals, and to her old flame Andy, and she kick-starts a trail of envy, lust, scandal and gossip wherever she goes. But has she really forgotten who she is – and who she loved?","","BLX, SCAN, INDO, OZ   ","West End","Drama","","",""
"All That I Love (Wszystko co kocham) ","EFM: February the 11 th at 3.00 pm CinemaxX 13February the 13 th at 6.00 pm CinemaxX 11","Jacek BORCUCH","Mateusz Kosciukiewicz, Olga Frycz, Jakub Gierszal, Andrzej Chyra","35 mm - 2010 – Poland – 95 min – Color It is a beautiful Spring of 1981 in Poland. In a seaside town, Janek, an 18 year old son of a navycaptain, forms a punk-rock band to express the things that matter to him most. His life is all about music and his first great love – Basia, but things are about to change. Massive strikes organized by “Solidarity” sweep throughPoland and the Communist party is secretly preparing to impose a martial law. Tension in the country grows.Teenage rebellion becomes dangerous during political turmoil. A clash with a martial law commissar and a deathof a loved one will change Janek’s world forever...Selected at theSUNDANCE Film Festival - World Cinema Dramatic Competition, Utah (USA), 2010Selected at the Rotterdam Film Festival - Spectrum Section (Netherlands), 2010","","BLX, FR, IT, SW, SCAN, LA, INDO, PORT, ME, UK","Wide","Drama","","",""
